name,id,price,unit,size,weight
ครอบโค้งหางมน เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า คลาสสิค กรีน เพริดอท,8852439008445,310.00 - 372.00 บาท,/ แผ่น,21x35 ซม.,2 กก.
ครอบโค้งหางมน เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า คลาสสิค ไดมอนด์ เกรย์,8852439008469,362.00 - 422.00 บาท,/ แผ่น,21x35 ซม.,2 กก.
ครอบโค้งหางมน เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า คลาสสิค ทิมเบอร์ บราวน์,8852439008506,310.00 - 372.00 บาท,/ แผ่น,21x35 ซม.,2 กก.
ครอบโค้งหางมน เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า คลาสสิค เขียวแก้วมณี,8852439008483,362.00 - 422.00 บาท,/ แผ่น,21x35 ซม.,2 กก.
ครอบโค้งหางมน เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า คลาสสิค ขาวเมฆา,8852439008490,310.00 - 372.00 บาท,/ แผ่น,21x35 ซม.,2 กก.
ครอบโค้งหางมน เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า คลาสสิค แดงปทุมรัตต์,8852439009336,310.00 - 372.00 บาท,/ แผ่น,21x35 ซม.,2 กก.
ครอบโค้งหางมน เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า คลาสสิค น้ำตาลแพรวไพฑูรย์,8852439009558,310.00 - 372.00 บาท,/ แผ่น,21x35 ซม.,2 กก.
ครอบโค้งหางมน เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า คลาสสิค เหลืองทองอุไร,8852439009664,317.00 - 372.00 บาท,/ แผ่น,21x35 ซม.,2 กก.
ครอบโค้ง2ทาง เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า คลาสสิค บลู คอร์เดีย,8852439008537,310.00 - 372.00 บาท,/ แผ่น,21.5x34 ซม.,2 กก.
ครอบโค้ง2ทาง เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า คลาสสิค เรด การ์เนต,8852439008544,310.00 - 372.00 บาท,/ แผ่น,21.5x34 ซม.,2 กก.
ครอบโค้ง2ทาง เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า คลาสสิค กรีน เพริดอท,8852439008551,310.00 - 372.00 บาท,/ แผ่น,21.5x34 ซม.,2 กก.
ครอบโค้ง2ทาง เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า คลาสสิค ไดมอนด์ เกรย์,8852439008575,362.00 - 422.00 บาท,/ แผ่น,21.5x34 ซม.,2 กก.
ครอบโค้ง2ทาง เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า คลาสสิค ทิมเบอร์ บราวน์,8852439008612,310.00 - 372.00 บาท,/ แผ่น,21.5x34 ซม.,2 กก.
ครอบโค้ง2ทาง เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า คลาสสิค เขียวแก้วมณี,8852439008599,362.00 - 422.00 บาท,/ แผ่น,21.5x34 ซม.,2 กก.
ครอบโค้ง2ทาง เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า คลาสสิค ขาวเมฆา,8852439008605,317.00 - 372.00 บาท,/ แผ่น,21.5x34 ซม.,2 กก.
ครอบโค้ง2ทาง เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า คลาสสิค แดงปทุมรัตต์,8852439009343,317.00 - 372.00 บาท,/ แผ่น,21.5x34 ซม.,2 กก.
ครอบโค้ง2ทาง เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า คลาสสิค น้ำตาลแพรวไพฑูรย์,8852439009565,317.00 - 372.00 บาท,/ แผ่น,21.5x34 ซม.,2 กก.
ครอบโค้ง2ทาง เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า คลาสสิค เหลืองทองอุไร,8852439009671,317.00 - 372.00 บาท,/ แผ่น,21.5x34 ซม.,2 กก.
ครอบโค้ง3ทาง เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า คลาสสิค บลู คอร์เดีย,8852439008643,419.00 - 490.00 บาท,/ แผ่น,21.5x21.5 ซม.,2 กก.
ครอบโค้ง3ทาง เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า คลาสสิค เรด การ์เนต,8852439008650,419.00 - 490.00 บาท,/ แผ่น,21.5x21.5 ซม.,2 กก.
ครอบโค้ง3ทาง เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า คลาสสิค กรีน เพริดอท,8852439008667,419.00 - 490.00 บาท,/ แผ่น,21.5x21.5 ซม.,2 กก.
ครอบโค้ง3ทาง เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า คลาสสิค ไดมอนด์ เกรย์,8852439008681,464.00 - 540.00 บาท,/ แผ่น,21.5x21.5 ซม.,2 กก.
ครอบโค้ง3ทาง เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า คลาสสิค ทิมเบอร์ บราวน์,8852439008728,419.00 - 490.00 บาท,/ แผ่น,21.5x21.5 ซม.,2 กก.
ครอบโค้ง3ทาง เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า คลาสสิค เขียวแก้วมณี,8852439008704,464.00 - 540.00 บาท,/ แผ่น,21.5x21.5 ซม.,2 กก.
ครอบโค้ง3ทาง เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า คลาสสิค ขาวเมฆา,8852439008711,419.00 - 490.00 บาท,/ แผ่น,21.5x21.5 ซม.,2 กก.
ครอบโค้ง3ทาง เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า คลาสสิค แดงปทุมรัตต์,8852439009350,419.00 - 490.00 บาท,/ แผ่น,21.5x21.5 ซม.,2 กก.
ครอบโค้ง3ทาง เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า คลาสสิค น้ำตาลแพรวไพฑูรย์,8852439009572,419.00 - 490.00 บาท,/ แผ่น,21.5x21.5 ซม.,2 กก.
ครอบโค้ง3ทาง เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า คลาสสิค เหลืองทองอุไร,8852439009688,419.00 - 490.00 บาท,/ แผ่น,21.5x21.5 ซม.,2 กก.
ครอบโค้ง4ทาง เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า คลาสสิค บลู คอร์เดีย,8852439008759,"1,704.00 - 1,988.00 บาท",/ แผ่น,21.5x21.5 ซม.,2 กก.
ครอบโค้ง4ทาง เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า คลาสสิค เรด การ์เนต,8852439008766,"1,704.00 - 1,988.00 บาท",/ แผ่น,21.5x21.5 ซม.,2 กก.
ครอบโค้ง4ทาง เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า คลาสสิค กรีน เพริดอท,8852439008773,"1,704.00 - 1,988.00 บาท",/ แผ่น,21.5x21.5 ซม.,2 กก.
ครอบโค้ง4ทาง เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า คลาสสิค ไดมอนด์ เกรย์,8852439008797,"1,704.00 - 1,988.00 บาท",/ แผ่น,21.5x21.5 ซม.,2 กก.
ครอบโค้ง4ทาง เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า คลาสสิค ทิมเบอร์ บราวน์,8852439008834,"1,704.00 - 1,988.00 บาท",/ แผ่น,21.5x21.5 ซม.,2 กก.
ครอบโค้ง4ทาง เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า คลาสสิค เขียวแก้วมณี,8852439008810,"1,704.00 - 1,988.00 บาท",/ แผ่น,21.5x21.5 ซม.,2 กก.
ครอบโค้ง4ทาง เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า คลาสสิค ขาวเมฆา,8852439008827,"1,704.00 - 1,988.00 บาท",/ แผ่น,21.5x21.5 ซม.,2 กก.
ครอบโค้ง4ทาง เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า คลาสสิค แดงปทุมรัตต์,8852439009367,"1,704.00 - 1,988.00 บาท",/ แผ่น,21.5x21.5 ซม.,2 กก.
ครอบโค้ง4ทาง เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า คลาสสิค น้ำตาลแพรวไพฑูรย์,8852439009589,"1,704.00 - 1,988.00 บาท",/ แผ่น,21.5x21.5 ซม.,2 กก.
ครอบโค้ง4ทาง เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า คลาสสิค เหลืองทองอุไร,8852439009695,"1,704.00 - 1,988.00 บาท",/ แผ่น,21.5x21.5 ซม.,2 กก.
ชุดครอบโค้งปล่อง เอสซีจี สำหรับหลังคาเอ็กซ์เซลล่า คลาสสิค-สีบลู คอร์เดีย,8852439008971,"1,297.00 - 1,610.00 บาท",/ แผ่น,2.8 กก.,N/A
ชุดครอบโค้งปล่อง เอสซีจี สำหรับหลังคาเอ็กซ์เซลล่า คลาสสิค-สีเรด การ์เนต,8852439008988,"1,297.00 - 1,610.00 บาท",/ แผ่น,2.8 กก.,N/A
ชุดครอบโค้งปล่อง เอสซีจี สำหรับหลังคาเอ็กซ์เซลล่า คลาสสิค-สีกรีน เพริดอท,8852439008995,"1,297.00 - 1,610.00 บาท",/ แผ่น,2.8 กก.,N/A
ชุดครอบโค้งปล่อง เอสซีจี สำหรับหลังคาเอ็กซ์เซลล่า คลาสสิค-สีทิมเบอร์ บราวน์,8852439009053,"1,297.00 - 1,610.00 บาท",/ แผ่น,2.8 กก.,N/A
ชุดครอบโค้งปล่อง เอสซีจี สำหรับหลังคาเอ็กซ์เซลล่า คลาสสิค-สีขาวเมฆา,8852439009046,"1,422.00 - 1,593.00 บาท",/ แผ่น,2.8 กก.,N/A
ชุดครอบโค้งปล่อง เอสซีจี สำหรับหลังคาเอ็กซ์เซลล่า คลาสสิค-สีแดงปทุมรัตต์,8852439009381,"1,297.00 - 1,610.00 บาท",/ แผ่น,2.8 กก.,N/A
ชุดครอบโค้งปล่อง เอสซีจี สำหรับหลังคาเอ็กซ์เซลล่า คลาสสิค-สีน้ำตาลแพรวไพฑูรย์,8852439009602,"1,422.00 - 1,593.00 บาท",/ แผ่น,2.8 กก.,N/A
ชุดครอบโค้งปล่อง เอสซีจี สำหรับหลังคาเอ็กซ์เซลล่า คลาสสิค-สีเหลืองทองอุไร,8852439009718,"1,422.00 - 1,593.00 บาท",/ แผ่น,2.8 กก.,N/A
ครอบสันหลังคา เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า เกรซ เขียวไพรพนา,8852439010394,435.00 บาท,/ แผ่น,2 กก.,N/A
ครอบสันหลังคา เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า เกรซ เนวี บลู,8852439010417,335.00 - 406.00 บาท,/ แผ่น,2 กก.,N/A
ครอบสันหลังคา เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า เกรซ น้ำตาลประภัสสร,8852439010424,435.00 บาท,/ แผ่น,2 กก.,N/A
ครอบข้าง เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า เกรซ แดงรัตตวรรณ,8852439010493,335.00 - 405.00 บาท,/ แผ่น,3 กก.,N/A
ครอบข้าง เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า เกรซ เขียวไพรพนา,8852439010486,395.00 - 435.00 บาท,/ แผ่น,3 กก.,N/A
ครอบข้าง เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า เกรซ เนวี บลู,8852439010509,335.00 - 405.00 บาท,/ แผ่น,3 กก.,N/A
ครอบข้าง เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า เกรซ น้ำตาลประภัสสร,8852439010516,395.00 - 435.00 บาท,/ แผ่น,3 กก.,N/A
ครอบข้างหลังคา เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า โมเดิร์น คอปเปอร์ บราวน์,8852439010554,305.00 - 366.00 บาท,/ แผ่น,3 กก.,N/A
ครอบข้างหลังคา เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า โมเดิร์น แพลทตินั่ม,8852439010561,305.00 - 366.00 บาท,/ แผ่น,3 กก.,N/A
ครอบข้างปิดชาย เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า เกรซ แดงรัตตวรรณ,8852439010585,330.00 - 398.00 บาท,/ แผ่น,2 กก.,N/A
ครอบข้างปิดชาย เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า เกรซ เขียวไพรพนา,8852439010578,389.00 - 435.00 บาท,/ แผ่น,2 กก.,N/A
ครอบข้างปิดชาย เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า เกรซ เนวี บลู,8852439010592,330.00 - 398.00 บาท,/ แผ่น,2 กก.,N/A
ครอบข้างปิดชาย เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า เกรซ น้ำตาลประภัสสร,8852439010608,389.00 - 435.00 บาท,/ แผ่น,2 กก.,N/A
ครอบข้างปิดชายหลังคา เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า โมเดิร์น คอปเปอร์ บราวน์,8852439010646,300.00 - 359.00 บาท,/ แผ่น,19.5x36.5 ซม.,2 กก.
ครอบข้างปิดชายหลังคา เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า โมเดิร์น แพลทตินั่ม,8852439010653,300.00 - 359.00 บาท,/ แผ่น,19.5x36.5 ซม.,2 กก.
ครอบปิดจั่ว เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า เกรซ เขียวไพรพนา,8852439010660,606.00 บาท,/ แผ่น,3 กก.,N/A
ครอบปิดจั่ว เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า เกรซ น้ำตาลประภัสสร,8852439010691,606.00 บาท,/ แผ่น,3 กก.,N/A
ครอบปิดจั่วหลังคา เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า โมเดิร์น คอปเปอร์ บราวน์,8852439010738,527.00 - 541.00 บาท,/ แผ่น,26.5x27 ซม.,3 กก.
ครอบปิดปลายตะเข้ เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า เกรซ เขียวไพรพนา,8852439010752,435.00 บาท,/ แผ่น,3 กก.,N/A
ครอบปิดปลายตะเข้ เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า เกรซ น้ำตาลประภัสสร,8852439010783,389.00 - 435.00 บาท,/ แผ่น,3 กก.,N/A
ครอบตะเข้ เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า เกรซ เขียวไพรพนา,8852439011650,435.00 บาท,/ แผ่น,3 กก.,N/A
ครอบตะเข้ เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า เกรซ น้ำตาลประภัสสร,8852439011681,435.00 บาท,/ แผ่น,3 กก.,N/A
ครอบสันหลังคา เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า โมเดิร์น มารูน เรด,8852439016228,435.00 บาท,/ แผ่น,21.5x35 ซม.,2 กก.
ครอบสันหลังคา เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า โมเดิร์น โอลีฟ กรีน,8852439016389,435.00 บาท,/ แผ่น,21.5x35 ซม.,2 กก.
ครอบสันหลังคา เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า โมเดิร์น สกาย บลู,8852439016549,435.00 บาท,/ แผ่น,21.5x35 ซม.,2 กก.
ครอบข้างหลังคา เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า โมเดิร์น มารูน เรด,8852439016235,395.00 บาท,/ แผ่น,3 กก.,N/A
ครอบข้างหลังคา เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า โมเดิร์น โอลีฟ กรีน,8852439016396,360.00 - 395.00 บาท,/ แผ่น,3 กก.,N/A
ครอบข้างหลังคา เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า โมเดิร์น สกาย บลู,8852439016556,395.00 บาท,/ แผ่น,3 กก.,N/A
ครอบข้างปิดชายหลังคา เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า โมเดิร์น มารูน เรด,8852439016242,349.00 - 395.00 บาท,/ แผ่น,19.5x36.5 ซม.,2 กก.
ครอบข้างปิดชายหลังคา เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า โมเดิร์น โอลีฟ กรีน,8852439016402,354.00 - 395.00 บาท,/ แผ่น,19.5x36.5 ซม.,2 กก.
ครอบข้างปิดชายหลังคา เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า โมเดิร์น สกาย บลู,8852439016563,395.00 บาท,/ แผ่น,19.5x36.5 ซม.,2 กก.
ครอบปิดจั่วหลังคา เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า โมเดิร์น มารูน เรด,8852439016259,566.00 บาท,/ แผ่น,26.5x27 ซม.,3 กก.
ครอบปิดจั่วหลังคา เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า โมเดิร์น โอลีฟ กรีน,8852439016419,566.00 บาท,/ แผ่น,26.5x27 ซม.,3 กก.
ครอบตะเข้หลังคา เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า โมเดิร์น โอลีฟ กรีน,8852439017690,395.00 - 435.00 บาท,/ แผ่น,3 กก.,N/A
ครอบปิดปลายตะเข้หลังคา เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า โมเดิร์น มารูน เรด,8852439016266,474.00 บาท,/ แผ่น,27x27 ซม.,3 กก.
ครอบปิดจั่วหลังคา เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า โมเดิร์น สกาย บลู,8852439016570,501.00 - 566.00 บาท,/ แผ่น,26.5x27 ซม.,3 กก.
ครอบตะเข้หลังคา เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า โมเดิร์น มารูน เรด,8852439017669,395.00 - 435.00 บาท,/ แผ่น,3 กก.,N/A
ครอบปิดปลายตะเข้หลังคา เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า โมเดิร์น สกาย บลู,8852439016587,418.00 - 474.00 บาท,/ แผ่น,27x27 ซม.,3 กก.
ครอบตะเข้หลังคา เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า โมเดิร์น สกาย บลู,8852439017720,390.00 - 435.00 บาท,/ แผ่น,3 กก.,N/A
ครอบปิดปลายตะเข้หลังคา เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า โมเดิร์น โอลีฟ กรีน,8852439016426,474.00 บาท,/ แผ่น,27x27 ซม.,3 กก.
ชุดอุปกรณ์ยึดครอบระบบแห้ง เอสซีจี (SCG Drytech System) รุ่นพรีเมี่ยม-สันหลังคา สำหรับหลังคาเซรามิค,8852439030538,"1,925.00 - 2,340.00 บาท",/ ชุด,18x305 ซม.,3.1 กก.
แผ่นสะท้อนความร้อน รุ่นอัลตราคูล สำหรับหลังคา รุ่นนิวสไตล์,8852422115884,"1,020.00 บาท",/ ชิ้น,34x300 ซม.,1.97 กก.
แป เอสซีจี สำหรับหลังคาคอนกรีต หนา 0.55 มม. ยาว 4 เมตร,8852422007271,200.00 - 243.00 บาท,/ ชิ้น,6.5x400x0.055 ซม.,2.3 กก.
ครอบโค้งผนัง SCG สีแดงเรดซัน,8852422131099,60.00 บาท,/ ชิ้น,19x33x2.4 ซม.,4.3 กก.
ครอบข้างหลังคา คอนแทรซ SCG สีแดงเรดซัน,8852422131013,45.00 บาท,/ ชิ้น,19.8x42x2.4 ซม.,4.3 กก.
N/A,N/A,N/A,N/A,N/A,N/A
แผ่นสะท้อนความร้อน รุ่นอัลตราคูล อินโนกรีน สำหรับหลังคาซีแพค / เพรสทีจ / เซลิกา เคิร์ฟ / เอกซ์เซลล่า,8852422115891,"1,020.00 บาท",/ ถุง,39x300 ซม.,2.32 กก.
N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A
แผ่นสะท้อนความร้อน/ใต้หลังคา 60ม. เอสซีจี สำหรับหลังคาไอยร่า,8852404019766,"3,950.00 - 5,926.00 บาท",/ ม้วน,1.25x60 ม.,10.2 กก.
N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A
